FIPS,Income,Education,Black,Hispanic,Rurality
6023,61307.0,0.9151826301,0.0125088629,0.1444116879,0.3153455515
6025,58768.0,0.7184713606,0.0221605411,0.8630324422,0.1840547128
6027,71656.0,0.9280420235,0.0096075997,0.2455875209,0.4208561212
6029,68436.0,0.7713498327,0.0505132302,0.5713794839,0.1335287357
6031,65768.0,0.7423517714,0.0602297586,0.5876855163,0.1091378881
6033,57945.0,0.8708490855,0.0178702967,0.2542060756,0.4078752402
6035,77743.0,0.7914344508,0.0626797408,0.2181490593,0.7251756798
6037,86499.0,0.8066315112,0.0795774134,0.485949948,0.0089095187
6039,66084.0,0.7304758771,0.0301919464,0.6131230888,0.3860740456
6041,139197.0,0.9273451854,0.0249796586,0.1962524616,0.060128621
6043,64352.0,0.9047192354,0.0127076068,0.1539689107,1.0
6045,65891.0,0.861622003,0.0077770795,0.281175652,0.4846453641
6047,58962.0,0.7188925043,0.0292443135,0.6387332146,0.1679895591
6049,51996.0,0.8794656726,0.0095294118,0.1582352941,1.0
6051,82973.0,0.8955440415,0.0083422624,0.273687433,0.4660856385
6053,86809.0,0.7333478949,0.0217796589,0.6201201236,0.1425330555
6055,100469.0,0.8470721711,0.0199825847,0.3670730243,0.1472550881
6057,87142.0,0.9506860035,0.0062820349,0.1091760832,0.4820473196
6059,109768.0,0.8694406263,0.0174898868,0.3421998849,0.0024982829
6061,110020.0,0.949247007,0.0199569838,0.159622817,0.1458124866
6063,64121.0,0.9398342977,0.0090429146,0.1055877895,1.0
6065,90251.0,0.8329993991,0.0640416106,0.5188441697,0.0547348528
6067,89984.0,0.8836751928,0.0961599154,0.2448317478,0.0239922274
6069,105112.0,0.8323820483,0.0120278695,0.6253318665,0.2273513059
6071,84576.0,0.8209429955,0.0807337912,0.5585119586,0.0538146746
6073,103476.0,0.8901770939,0.0468606316,0.3488508927,0.043946373
6075,125456.0,0.8879755782,0.050984687,0.1637725158,0.0
6077,86211.0,0.8043062722,0.0701179203,0.4272596181,0.077513401
6079,89809.0,0.9177009247,0.015296177,0.2522839522,0.1908796703
6081,151004.0,0.903049417,0.0216878019,0.2484040129,0.0170516534
6083,90155.0,0.8213613641,0.0163487491,0.4854699189,0.0556947453
6085,154573.0,0.893259233,0.02436099,0.2496309102,0.0131888348
6087,102723.0,0.884933245,0.0100211434,0.3523152626,0.1329316513
6089,71935.0,0.9206974346,0.0112160829,0.1219963851,0.3379155115
6091,67675.0,0.9139194139,0.0040625,0.123125,0.9876390606
6093,58975.0,0.910729267,0.0127957115,0.1370003496,0.7091387603
6095,99117.0,0.8891996051,0.1300059214,0.3012946943,0.0445631777
6097,100157.0,0.8886375781,0.0166434211,0.3032614381,0.1363224462
6099,81582.0,0.801131642,0.0277696172,0.5089512721,0.0817051863
6101,71968.0,0.7883495741,0.0209294728,0.3346673745,0.1506528961
6103,58333.0,0.8627987715,0.0088141026,0.2975221893,0.5703261481
6105,52079.0,0.9477065712,0.0054243778,0.0638162093,1.0
6107,71368.0,0.7436820442,0.0137298005,0.6702011396,0.2005613833
6109,72329.0,0.9351891608,0.0173972401,0.1407091728,0.4783710895
